qnrnumb;visit;howoft;likenet;research;safeweb;goodtool;notouse;another;likeproc;hassle;visits;friend;billbrd;banner;surfing;sengine;tv;theater;nwspaper;other;easyuse;helpful;positive;useonly;influenc;secure;didbuy;better;howmuch;safe;wanttest;price;tradein;handson;checkit;noweeks;worth;sticker;actual;age;marital;children;educate;race;income;gender
425;1;1;2;1;1;2;3;2;4;1;1;0;0;0;0;1;0;1;0;0;1;4;4;3;4;5;2; ; ;3;4;1;1;3;1;2;6000;12000;10000;52;4;2;1;2;4;2
426;1;1;2;1;1;2;5;2;2;1;1;0;1;0;0;1;1;0;0;0;2;2;2;1;3;4;2; ; ;1;5;5;1;5;1;6;6000;10000;9000;26;2;0;4;1;5;1
427;1;4;5;5;4;5;1;2;1;5;7;0;0;0;0;1;0;0;0;0;3;2;1;2;4;4;2; ; ;5;5;5;5;5;4;5;23000;28000;26000;36;2;2;4;1;6;1
428;1;5;5;5;4;5;3;2;2;1;10;0;0;0;0;1;0;0;0;0;5;4;4;4;3;5;2; ; ;5;4;1;2;3;1;9;8000;11000;10000;39;1; ;4;3;5;1
429;1;5;4;4;5;3;3;4;1;1;10;0;0;0;0;1;1;0;0;0;5;2;3;4;3;4;2; ; ;1;4;5;5;5;1;7; ;19000;18000;34;2;1;4;1;5;1
430;1;4;4;5;4;4;3;1;3;3;9;0;0;0;0;0;0;0;0;0;5;2;5;1;5;4;1;2; ;2;5;1;5;3;1;4;14000;18000;15000;40;2;0;5;1;7;1
431;1;2;1;3;2;1;3;1;1;5;4;0;0;0;1;1;0;0;0;0;3;4;3;2;4;4;2; ; ;4;5;5;4;5;3;6;4000;10000;8000;36;5;1;4;2;1;1
432;1;2;3;3;2;2;2;2;1;5;7;0;0;0;0;1;0;0;0;0;3;2;5;2;5;4;1;1;3;4;5;1;3;2;2;3; ;10000;7000;26;1; ;1;1;1;2
433;1;2;2;2;2;2;1;1;2;5;5;0;0;0;0;0;1;0;0;0;5;4;4;1;3;5;2; ; ;1;4;1;5;5;1;5;11000;16000;14000;32;2;2;5;1;6;1
434;1;3;3;4;3;3;2;1;1;5;9;0;0;0;0;1;0;0;0;0;1;5;4;5;4;5;1;1;1;5;5;4;1;4;3;1;10000;15000;11000;32;2;3;1;2;2;1
435;1;2;2;2;2;1;3;3;5;5;7;0;1;0;0;1;0;0;0;0;5;4;1;4;4;3;2; ; ;1;5;5;3;3;4;1;14000;18000;16000;23;2;3;5;1;7;1
436;1;5;5;1;5;2;1;4;3;5;13;0;0;1;1;1;0;0;0;1;4;3;2;1;3;3;2; ; ;3;5;2;1;5;1;1;8000;13000;10000;27;5;1;3;1;4;1
437;1;1;1;1;1;1;3;4;3;5;3;0;0;0;0;0;1;0;0;0;5;3;4;1;4;4;2; ; ;3;4;1;1;5;1;1;7000;13000;11000;40;4;3;3;5;5;1
438;1;5;3;2;5;4;5;2;1;1;11;0;0;1;0;1;1;1;0;0;5;4;4;2;5;3;1;1;2;1;4;1;2;4;2;7;8000;13000;9000;34;5;1;3;1;4;1
439;1;2;2;3;2;1;4;3;2;3;2;0;0;0;1;1;0;0;0;0;4;3;4;4;4;4;2; ; ;5;4;5;5;4;1;9;11000;17000;15000;53;5;4;2;1;4;1
440;1;4;4;4;4;4;3;3;2;4;12;0;0;0;1;1;1;0;0;0;5;4;4;1;4;3;2; ; ;4;5;5;5;5;2;2;14000;19000;18000;25;1; ;5;1;7;2
441;1;4;3;5;4;3;2;2;2;2;8;0;0;0;0;1;0;0;0;0;1;4;2;3;4;4;2; ; ;2;5;1;5;2;1;6;9000;14000;11000;52;2;3;3;6;5;1
442;1;5;5;1;4;5;1;1;1;5;16;0;0;0;1;1;1;0;0;0;5;1;4;1;3;4;2; ; ;2;3;1;5;5;1;7;20000;25000;23000;33;2;2;6;1;7;1
443;1;4;5;4;4;3;2;3;2;3;10;0;0;0;0;1;0;0;0;0;5;4;3;4;3;5;2; ; ;3;5;3;5;5;1;1;14000;21000;19000;28;4;0;2;5;4;1
444;1;5;3;2;5;5;1;1;1;4;9;0;0;0;1;0;1;0;0;0;1;3;3;2;5;5;1;1;1;1;4;1;2;3;1;1;15000;21000;18000;36;2;3;5;1;6;1
445;1;4;5;5;4;4;2;4;5;5;8;1;0;0;1;1;0;0;0;0;5;3;4;1;4;5;1;1;2;2;5;2;1;3;3;1;3000;10000;6000;34;2;0;4;1;6;1
446;1;1;1;2;1;1;5;2;1;2;3;0;0;0;0;1;1;0;0;0;3;3;1;1;4;5;2; ; ;1;5;3;4;5;1;1;12000;17000;15000;51;1; ;4;1;6;1
447;1;3;4;3;3;3;3;1;3;5;8;0;0;0;1;0;0;0;0;0;5;3;4;1;3;5;2; ; ;3;5;4;4;1;2;5;21000;26000;24000;40;4;0;4;2;6;1
448;1;5;5;2;5;4;4;3;1;1;9;0;0;1;1;1;0;0;0;0;5;5;2;3;4;4;2; ; ;4;3;2;5;4;2;1;27000;32000;31000;44;2;3;5;1;7;1
449;1;3;2;3;4;4;3;2;1;5;4;0;0;0;0;1;0;0;0;0;5;4;4;1;3;3;2; ; ;5;5;2;5;5;1;5;3000;10000;8000;34;1; ;3;5;2;1
450;1;3;3;3;3;4;3;2;5;5;5;0;0;1;0;0;0;0;0;0;1;5;3;2;4;5;2; ; ;4;4;2;3;3;1;1;11000;16000;13000;35;2;2;6;1;7;1
451;1;4;4;5;4;5;2;4;1;1;11;0;0;0;1;1;0;0;0;0;3;2;4;1;3;3;2; ; ;4;4;5;5;4;2;6;14000;18000;16000;28;1; ;5;3;7;2
452;1;2;2;3;2;2;3;3;2;3;9;0;0;0;0;1;1;0;0;0;1;2;4;1;5;4;2; ; ;5;5;1;5;5;3;9;11000;16000;15000;52;1; ;4;1;2;1
453;1;1;1;2;1;3;5;4;1;5;4;0;0;0;0;0;0;0;0;0;1;3;3;1;4;5;2; ; ;2;5;2;3;3;1;2;12000;15000;14000;43;2;3;5;1;3;1
454;1;4;4;5;4;5;3;3;3;1;9;0;0;1;1;1;0;0;1;0;4;4;4;3;5;5;1;1;4;2;4;3;2;4;3;2;12000;18000;14000;33;2;2;4;2;6;1
455;1;5;4;5;5;4;2;1;4;3;8;0;0;0;0;1;0;0;0;0;5;3;1;2;4;4;2; ; ;5;4;5;5;3;1;1;12000;16000;14000;27;1; ;3;2;4;1
456;1;4;4;5;4;4;1;2;3;2;9;0;0;0;0;0;1;0;0;0;5;5;2;2;3;3;2; ; ;2;4;5;1;5;1;2;7000;12000;9000;46;1; ;3;1;2;1
457;1;2;2;2;2;3;4;2;1;5;7;0;0;1;0;1;0;0;0;0;5;5;2;2;4;4;2; ; ;1;5;2;4;5;2;6;22000;27000;25000;33;4;2;6;3;7;2
458;1;2;3;3;2;2;3;2;1;2;3;0;0;0;0;1;0;0;0;0;3;3;4;1;4;5;2; ; ;4;5;1;3;3;3;4;13000;18000;17000;41;2;2;4;1;7;1
459;1;1;1;2;1;1;4;2;1;4;4;0;0;0;1;1;0;0;0;0;1;4;3;4;3;4;2; ; ;3;5;1;1;5;1;2;8000;16000;14000;25;1; ;3;3;5;2
460;1;3;3;4;3;4;2;1;2;3;9;0;0;0;1;0;1;0;0;0;4;5;3;1;5;5;1;1;1;2;5;5;1;5;1;6;4000;10000;6000;27;1; ;1;1;1;1
461;1;3;2;4;3;3;5;3;2;1;6;0;0;0;0;1;1;0;0;0;5;4;4;3;3;4;2; ; ;3;5;1;2;3;2;1;7000;11000;9000;52;4;3;3;1;6;1
462;1;4;4;4;4;5;1;2;1;5;11;0;0;0;0;0;1;0;0;0;1;4;4;1;4;5;2; ; ;2;5;1;5;5;1;3;5000;10000;8000;31;4;1;2;1;4;1
463;1;2;2;2;2;1;4;2;5;5;4;0;0;0;1;1;1;0;0;0;2;2;4;3;4;4;2; ; ;3;5;1;1;3;1;9;9000;15000;13000;34;4;0;3;3;4;1
464;1;4;4;5;4;4;1;2;1;5;10;0;1;0;0;1;0;0;0;0;5;3;4;4;3;4;2; ; ;2;5;4;4;2;2;3;8000;13000;11000;28;1; ;3;3;5;1
465;1;5;5;5;5;5;5;3;2;5;11;0;0;0;0;0;0;0;0;0;4;4;3;1;3;5;2; ; ;5;5;1;1;3;2;3;13000;20000;18000;40;2;2;5;1;7;1
466;1;1;1;1;1;1;3;2;1;2;3;1;0;0;1;0;0;0;0;0;5;3;4;1;4;5;2; ; ;3;5;5;5;5;1;8;3000;10000;8000;37;2;1;4;1;6;1
467;1;3;3;3;3;3;1;2;4;5;5;0;0;0;1;1;1;0;0;0;5;3;2;1;4;5;2; ; ;1;4;1;5;5;3;6;24000;29000;27000;42;5;2;2;1;5;1
468;1;3;3;3;3;2;3;2;1;1;6;0;0;0;1;0;1;0;0;0;3;2;4;4;3;5;2; ; ;3;4;2;5;5;1;1;7000;11000;9000;33;2;2;6;1;7;1
469;1;3;2;3;3;3;3;1;1;1;5;0;1;0;0;1;0;0;0;1;5;4;3;5;3;4;2; ; ;2;4;1;5;3;1;5;16000;22000;20000;44;1; ;3;1;5;1
470;1;4;4;5;4;4;3;4;2;5;10;0;0;0;0;0;0;0;0;0;1;5;5;2;5;4;1;2; ;1;5;1;1;5;2;3;7000;12000;8000;45;2;1;5;1;7;1
471;1;3;3;3;3;2;5;1;1;4;4;0;0;0;0;0;0;0;0;0;2;4;2;1;4;4;2; ; ;4;4;5;1;3;2;4; ;12000;10000;35;1; ;2;1;3;1
472;1;2;2;3;2;2;3;1;2;4;3;0;0;0;0;1;0;0;0;0;5;3;4;2;4;5;2; ; ;1;3;1;1;5;3;5;23000;28000;26000;32;2;2;6;5;7;1
473;1;2;2;3;2;2;3;2;1;1;7;0;0;0;1;1;1;0;0;0;5;1;4;1;4;4;1;1;2;1;4;3;5;4;1;9;16000;21000;18000;47;2;2;4;1;7;1
474;1;2;2;3;2;3;5;2;1;5;10;0;0;0;0;1;1;0;0;0;5;4;4;4;4;5;2; ; ;2;5;1;4;3;1;6; ;10000;7000;36;4;2;4;3;2;1
475;1;5;5;4;5;5;3;2;1;4;8;0;0;0;1;0;0;0;0;0;5;4;5;3;5;4;1;1;1;5;5;1;5;3;4;6;15000;20000;17000;24;1; ;3;1;5;1
476;1;5;5;3;4;2;4;3;1;4;11;0;0;0;0;1;1;0;0;0;5;4;4;3;4;4;2; ; ;5;4;1;3;3;1;4;17000;21000;19000;30;4;1;3;2;4;1
477;1;5;5;5;5;1;4;2;1;3;10;0;0;0;1;0;1;0;0;0;2;1;4;5;4;5;2; ; ;4;4;5;5;5;2;7;14000;18000;16000;38;2;2;5;2;7;1
478;1;3;3;3;3;4;2;3;4;5;8;0;0;0;0;0;0;0;0;0;1;4;4;5;4;5;2; ; ;4;5;5;5;5;1;4;13000;19000;17000;37;1; ;3;1;5;1
479;1;4;5;5;4;3;2;2;1;2;10;0;0;0;0;1;0;0;1;0;5;3;2;3;5;5;2; ; ;3;4;5;1;4;1;1;21000;27000;25000;38;4;1;4;3;5;1
480;1;3;3;3;3;3;1;1;1;1;6;0;0;0;1;1;1;0;0;0;3;5;4;1;4;5;2; ; ;4;5;1;4;4;3;5;11000;16000;15000;28;4;1;4;1;5;1
481;1;2;2;2;2;1;5;1;1;5;9;0;0;0;1;1;1;0;0;0;5;3;3;3;4;3;2; ; ;5;3;1;1;2;1;1;11000;15000;13000;35;2;1;5;1;6;1
482;1;4;3;4;4;4;3;1;5;2;10;0;0;0;1;1;0;0;0;0;4;3;2;2;4;4;2; ; ;5;5;3;5;5;1;3;7000;11000;8000;28;1; ;2;2;4;1
483;1;3;2;4;3;2;2;1;1;5;5;0;0;0;1;1;1;1;0;0;5;4;3;4;4;3;2; ; ;2;4;3;5;4;1;6;13000;20000;19000;45;2;2;3;1;6;1
484;1;4;4;5;5;3;5;2;4;4;10;0;0;0;0;1;0;0;0;0;5;4;4;1;3;5;2; ; ;1;5;5;5;4;1;4;10000;15000;13000;32;1; ;3;1;4;1
485;1;1;2;1;1;1;3;2;2;5;5;0;0;0;1;0;0;0;0;0;5;2;2;1;4;5;2; ; ;5;5;1;1;3;1;7;19000;25000;23000;29;2;2;6;5;7;1
486;1;3;2;3;3;2;3;2;3;5;4;0;0;0;1;1;0;0;0;0;2;3;5;1;5;5;1;1;3;2;4;3;1;5;2;2;5000;12000;9000;25;2;2;1;1;3;2
487;1;2;2;2;2;2;3;2;1;5;7;0;0;0;1;1;0;0;0;0;3;4;4;2;4;4;2; ; ;5;5;5;5;4;2;8;2000;10000;8000;36;1; ;2;5;4;1
488;1;2;3;2;2;2;2;1;5;5;4;0;0;0;1;1;1;0;0;0;5;3;2;1;3;5;2; ; ;5;4;1;1;3;1;1;19000;23000;22000;33;2;2;5;1;6;1
489;1;2;2;3;2;2;5;3;2;5;7;0;0;0;0;0;1;0;0;0;5;4;3;1;4;5;2; ; ;5;5;1;2;5;1;4;10000;15000;12000;49;2;2;3;3;6;1
490;1;3;4;4;3;2;3;2;1;4;7;0;0;0;0;1;0;0;0;0;3;4;4;1;4;5;2; ; ;5;5;1;5;5;1;4;5000;10000;8000;45;1; ;3;1;5;1
491;1;3;3;4;3;3;1;2;1;2;6;0;0;0;1;1;0;0;0;0;3;2;4;3;4;4;2; ; ;3;5;1;5;2;1;4;13000;15000;13000;53;2;1;5;2;7;2
492;1;4;3;4;4;5;1;3;4;3;9;1;0;0;1;0;1;0;0;0;3;3;4;3;4;4;2; ; ;5;5;1;5;4;1;5;8000;11000;9000;33;1; ;3;1;5;1
493;1;3;3;3;3;2;5;1;3;5;8;0;0;0;1;1;0;0;0;0;2;5;2;2;4;4;2; ; ;5;3;2;2;4;1;10;4000;10000;8000;28;1; ;1;1;1;1
494;1;1;1;1;1;3;5;1;1;5;4;0;0;0;0;1;1;0;0;0;4;5;4;3;4;5;2; ; ;5;5;2;2;5;3;7;10000;14000;12000;46;1; ;3;1;2;1
495;1;2;1;2;2;3;2;2;5;5;1;0;0;0;1;0;0;0;0;0;3;5;5;5;4;4;1;1;4;1;4;1;2;5;2;4;8000;12000;9000;37;1; ;2;1;4;1
496;1;4;4;5;4;2;3;4;3;5;5;0;0;0;0;0;1;0;0;0;3;5;2;4;4;4;2; ; ;1;5;5;5;3;1;5;16000;22000;20000;39;1; ;2;3;4;1
497;1;4;4;4;4;3;5;3;3;5;9;0;0;0;0;0;0;0;0;0;4;4;4;3;4;5;2; ; ;2;4;5;1;5;1;1;13000;18000;17000;34;2;0;6;1;7;1
498;1;5;2;4;5;5;1;1;1;2;8;1;0;0;1;1;1;0;0;0;5;4;2;5;4;5;2; ; ;5;3;3;1;5;1;1;17000;22000;20000;36;2;1;5;1;6;1
499;1;2;1;2;2;2;4;2;1;5;6;0;0;1;0;0;0;0;0;0;2;2;4;5;4;3;2; ; ;5;5;1;1;5;1;4;2000;10000;8000;54;1; ;3;1;5;1
500;1;4;4;5;4;4;3;3;1;3;14;0;0;1;1;1;0;0;0;0;5;4;4;1;4;5;2; ; ;2;4;3;5;3;1;5;8000;14000;12000;36;2;1;4;2;6;1
501;1;2;2;2;2;2;5;2;2;4;5;0;0;0;1;1;0;0;0;0;3;5;2;1;4;4;2; ; ;5;5;5;1;4;1;1;11000;16000;14000;42;4;1;4;3;6;1
502;1;2;1;2;2;2;5;3;2;2;6;0;0;1;0;0;0;0;0;0;2;3;3;3;4;4;2; ; ;2;5;2;4;4;1;3;8000;13000;10000;47;4;2;4;1;2;2
503;1;2;2;3;1;2;3;1;1;1;3;0;0;0;0;1;1;0;0;0;4;3;3;1;4;4;2; ; ;3;5;1;5;5;1;5;8000;14000;12000;38;1; ;4;5;5;1
504;1;4;5;4;4;5;1;4;3;4;7;0;0;0;1;1;0;0;0;0;5;3;3;2;3;5;2; ; ;5;4;5;1;1;1;7;2000;10000;8000;22;1; ;3;2;1;1
505;1;4;4;5;4;5;3;3;1;2;8;0;0;0;0;0;1;0;1;0;1;3;4;2;4;5;2; ; ;4;4;5;4;4;1;1;14000;19000;17000;27;1; ;2;1;4;1
506;1;1;1;2;1;1;4;2;1;1;1;0;0;0;0;0;1;0;0;0;4;3;3;2;3;3;2; ; ;3;4;5;5;2;2;1;7000;11000;9000;24;1; ;3;1;5;1
507;1;4;4;5;4;3;1;2;1;4;10;0;0;0;0;1;0;0;0;1;4;5;2;3;5;5;1;1;1;3;5;5;1;5;1;3;16000;21000;17000;27;2;1;5;1;7;1
508;1;1;1;1;1;1;3;1;1;5;3;0;0;0;1;1;0;0;0;0;3;4;3;4;3;5;2; ; ;5;4;5;4;3;4;3;10000;14000;13000;48;2;0;4;2;7;1
509;1;5;4;5;5;1;5;4;1;4;10;0;0;0;1;1;1;0;0;0;2;4;3;3;4;5;2; ; ;5;5;3;2;5;2;1;9000;13000;11000;41;1; ;4;1;6;1
510;1;3;3;4;3;4;3;2;3;1;6;0;0;0;0;1;0;0;0;0;5;3;4;5;4;4;2; ; ;3;5;1;4;5;1;3;16000;20000;18000;32;4;1;3;1;4;1
511;1;2;3;3;2;3;3;1;1;2;6;0;0;0;0;0;0;0;0;0;1;5;3;4;4;5;2; ; ;3;5;5;1;5;1;1;10000;15000;14000;38;4;2;3;3;1;1
512;1;2;3;3;2;1;5;2;1;5;3;0;0;0;0;0;1;0;0;0;5;5;4;3;4;5;2; ; ;1;5;2;5;3;2;1;10000;16000;14000;23;2;2;4;3;5;1
513;1;2;2;2;2;3;4;3;2;5;7;0;0;1;1;1;1;0;0;0;4;5;4;2;5;4;1;1;2;1;5;1;5;5;3;1;14000;21000;18000;31;2;1;6;1;7;1
514;1;5;5;5;5;3;1;2;1;5;9;0;0;1;1;1;1;0;0;0;3;4;5;4;5;4;1;1;1;4;4;1;5;5;2;6;6000;10000;6000;34;5;0;4;1;5;1
515;1;2;1;2;2;2;3;2;2;5;6;0;0;0;0;0;0;0;0;0;4;3;1;4;3;5;2; ; ;2;3;5;3;4;1;3;20000;24000;22000;51;1; ;2;1;5;1
516;1;1;2;2;1;2;4;4;1;2;2;0;0;0;0;1;1;0;0;0;4;4;1;2;3;5;2; ; ;4;4;5;5;5;1;4;16000;21000;19000;37;2;1;6;1;7;2
517;1;2;2;3;2;1;4;1;1;5;5;0;0;1;1;1;0;0;0;0;5;2;2;2;4;4;2; ; ;5;4;5;5;4;2;1; ;10000;7000;38;2;1;1;1;2;1
518;1;2;1;2;2;2;3;1;3;3;5;0;0;0;0;0;0;0;0;0;4;4;3;1;4;5;2; ; ;5;4;3;2;3;1;4;1000;10000;8000;30;1; ;4;1;5;1
519;1;5;5;1;5;5;1;2;1;1;13;0;0;0;1;1;0;0;0;0;3;2;2;1;4;5;2; ; ;4;5;1;1;5;1;1;19000;23000;21000;43;2;1;6;1;7;1
520;1;3;3;4;3;2;3;2;1;3;5;0;0;0;0;0;0;0;0;0;5;4;2;2;4;4;2; ; ;3;4;5;3;5;3;6;1000;10000;7000;29;2;2;1;1;2;1
521;1;3;3;3;3;3;2;2;1;5;5;0;0;0;1;1;1;0;0;0;5;5;4;1;4;5;2; ; ;4;3;2;1;4;1;2;16000;20000;18000;37;1; ;5;1;7;2
522;1;5;5;5;5;5;2;2;1;3;12;0;0;0;0;1;0;0;0;0;1;5;4;3;4;5;2; ; ;3;5;4;1;5;1;1;10000;15000;13000;28;1; ;2;2;4;1
523;1;1;1;1;1;2;3;1;3;1;6;0;0;0;0;1;0;0;0;0;5;1;4;3;3;5;2; ; ;4;5;1;1;5;1;5; ;10000;8000;32;1; ;5;3;1;2
524;1;4;3;4;3;5;1;2;1;1;6;0;0;0;0;0;0;0;0;0;3;5;3;1;4;5;2; ; ;4;3;1;4;5;3;5;4000;10000;8000;40;2;2;2;1;5;2
525;1;1;2;1;1;1;5;1;1;5;7;0;0;0;0;1;0;0;0;0;3;3;3;2;3;4;2; ; ;5;5;4;4;3;2;5;7000;12000;10000;40;1; ;3;1;3;1
526;1;5;4;2;5;5;1;1;1;1;12;0;0;0;1;1;0;0;0;0;2;4;4;1;5;4;2; ; ;1;5;1;4;3;2;1;1000;10000;8000;33;1; ;6;2;1;1
527;1;2;1;3;2;2;3;4;1;3;1;1;1;0;0;1;1;0;0;0;5;3;3;1;4;3;2; ; ;5;5;5;5;5;1;4;20000;28000;26000;50;1; ;5;6;7;2
528;1;1;2;1;1;1;5;4;1;2;1;0;0;0;0;1;0;0;0;0;3;5;4;1;4;4;2; ; ;5;5;5;2;4;4;4;14000;18000;16000;44;1; ;2;1;5;1
529;1;4;3;4;4;3;2;2;1;5;8;0;0;0;1;0;1;0;0;0;3;4;2;3;4;5;2; ; ;1;5;5;5;3;1;1;10000;15000;13000;24;2;2;5;2;6;1
530;1;4;3;4;4;4;3;1;1;1;12;0;0;0;1;1;0;0;0;0;1;5;3;3;4;5;2; ; ;5;4;4;1;5;2;4;6000;10000;8000;33;5;1;2;1;3;1
531;1;1;1;1;1;1;5;2;1;4;2;0;0;0;1;1;0;0;0;0;3;2;3;3;5;3;1;2; ;3;5;1;3;5;1;1;9000;13000;10000;33;2;0;5;1;6;1
532;1;2;3;3;2;2;2;2;1;5;8;0;0;0;1;1;0;0;0;0;2;4;2;4;4;3;2; ; ;5;5;5;1;4;4;6;8000;13000;11000;41;1; ;4;2;6;1
533;1;3;4;3;3;4;2;1;3;1;5;0;0;0;0;0;0;0;0;0;5;1;3;2;3;5;2; ; ;3;4;4;4;4;3;1;3000;10000;8000;45;1; ;3;1;5;1
534;1;2;2;2;1;3;1;3;1;3;7;0;0;1;0;1;0;0;0;0;4;4;4;3;5;5;1;1;2;5;5;4;1;3;2;3;3000;10000;7000;38;1; ;2;2;3;1
535;1;1;2;2;1;1;3;1;3;4;3;0;0;0;1;0;1;0;0;0;5;3;4;4;3;4;2; ; ;2;4;2;5;3;3;1;13000;18000;17000;27;2;2;5;1;6;1
536;1;5;5;2;5;5;3;2;1;5;9;0;0;0;0;1;0;1;0;0;5;2;3;2;4;5;2; ; ;5;5;1;5;3;1;3;12000;17000;15000;30;2;2;6;1;7;1
537;1;3;4;4;3;3;2;3;3;5;7;0;0;1;1;0;1;0;0;0;4;4;5;3;5;5;1;1;3;2;5;1;5;4;3;2;2000;10000;6000;27;2;0;4;5;1;2
538;1;2;2;3;2;2;5;2;1;5;6;0;0;0;1;1;1;0;0;0;5;3;4;3;4;5;2; ; ;1;5;4;5;3;1;5;18000;22000;19000;24;1; ;3;1;5;1
539;1;2;2;3;2;2;5;4;3;1;6;0;0;0;1;1;1;0;0;0;2;1;5;5;5;5;1;1;1;3;5;4;5;5;2;6;9000;15000;11000;34;5;2;2;1;3;1
540;1;1;1;2;1;1;3;2;4;1;2;0;1;0;0;0;0;0;0;0;5;4;4;1;4;3;1;1;4;5;5;3;5;4;3;1;5000;11000;8000;23;1; ;4;1;5;1
541;1;2;2;2;2;2;3;3;5;1;3;0;0;0;1;1;1;0;0;0;2;2;4;2;4;4;2; ; ;3;3;1;5;5;1;4;14000;19000;17000;48;4;1;4;1;6;1
542;1;4;4;5;3;4;3;1;3;1;9;0;0;0;0;0;0;0;0;0;4;3;2;1;4;5;2; ; ;5;5;1;5;4;1;1;6000;11000;9000;25;1; ;4;3;1;1
543;1;2;2;2;2;2;3;2;1;5;5;1;0;0;0;1;1;0;0;0;5;3;3;4;4;5;1;1;4;2;4;5;5;5;1;7;16000;22000;18000;51;1; ;2;1;4;1
544;1;4;4;4;4;4;1;1;2;5;8;0;0;1;0;0;0;0;0;0;5;2;3;2;4;4;1;1;3;2;4;1;5;4;5;7;6000;11000;8000;29;2;2;2;1;4;2
545;1;5;2;2;5;4;3;3;1;3;12;0;1;0;0;1;1;0;0;0;5;3;4;1;4;3;2; ; ;2;5;5;3;4;1;8;8000;12000;10000;26;1; ;3;1;5;1
546;1;4;4;5;3;3;2;2;5;3;9;0;0;0;1;1;0;0;0;0;2;5;3;2;3;5;2; ; ;3;5;1;1;5;1;8; ;23000;22000;32;1; ;3;1;5;1
547;1;2;2;3;2;2;4;2;1;5;6;0;1;0;1;1;0;0;0;0;5;3;5;1;5;5;1;1;1;1;5;3;5;1;3;2;1000;10000;7000;34;4;1;5;1;6;2
548;1;4;3;5;4;4;3;1;1;3;8;0;0;0;1;1;1;0;0;0;5;4;2;2;5;4;2; ; ;1;5;1;2;4;1;7; ;10000;8000;30;4;3;4;1;1;2
549;1;3;2;3;3;2;5;1;1;3;5;0;0;0;1;0;0;0;0;0;5;4;4;1;4;4;2; ; ;5;4;1;1;5;3;1;14000;20000;18000;49;2;0;5;2;7;1
550;1;2;2;3;1;2;5;3;3;1;3;0;0;0;0;1;0;0;1;0;5;4;2;2;4;5;2; ; ;3;5;1;2;5;2;5; ;10000;9000;33;4;2;6;1;1;2
551;1;2;2;2;2;1;4;3;1;2;3;0;0;1;1;1;0;0;0;0;5;3;3;2;4;4;2; ; ;5;5;5;2;2;1;1;20000;24000;22000;29;2;2;5;1;7;1
552;1;2;3;3;2;2;3;4;5;5;6;0;0;0;0;1;1;0;0;0;4;2;4;3;5;4;1;1;1;3;5;2;3;4;1;4;13000;17000;13000;38;1; ;1;1;3;1
553;1;4;3;5;4;4;2;3;2;1;8;0;0;0;1;1;1;0;0;0;2;5;2;2;4;5;2; ; ;5;5;1;4;5;1;9;13000;19000;16000;22;2;1;6;1;7;1
554;1;4;3;4;4;3;3;2;1;2;12;0;0;0;0;1;1;0;0;0;5;5;5;1;5;3;1;1;1;1;5;1;3;4;2;1;10000;15000;11000;35;2;2;4;1;6;1
555;1;2;2;3;2;3;3;2;1;2;9;0;0;0;1;1;0;0;1;0;4;5;4;2;5;4;1;1;3;2;3;2;4;5;3;2;5000;11000;7000;34;1; ;1;1;3;2
556;1;2;3;2;2;3;3;2;1;5;4;0;0;0;0;0;1;0;0;0;3;5;3;3;4;4;2; ; ;2;5;2;5;5;1;1;9000;13000;12000;27;4;2;2;1;3;1
557;1;3;3;3;3;4;1;2;5;3;6;1;0;0;1;1;0;0;0;0;5;5;2;4;4;4;2; ; ;2;4;1;5;5;1;1;5000;11000;9000;47;4;0;3;1;5;1
558;1;4;4;4;5;3;3;1;3;1;7;0;0;0;1;1;0;0;0;0;1;3;1;2;4;4;2; ; ;2;3;3;2;3;2;3;1000;10000;7000;32;4;0;4;2;5;1
559;1;4;4;5;4;3;1;4;3;1;7;0;0;0;1;0;0;0;0;0;5;2;3;3;4;3;2; ; ;4;5;4;3;4;1;1;5000;10000;7000;35;1; ;2;1;4;1
560;1;2;2;2;2;1;5;3;3;5;8;0;0;0;1;1;1;0;0;0;5;4;4;2;4;5;2; ; ;2;5;5;3;5;2;7;11000;15000;13000;34;1; ;2;1;4;1
561;1;4;4;5;4;4;3;3;3;4;14;0;0;0;1;1;1;0;0;0;1;5;3;1;5;5;1;1;3;5;5;2;3;5;2;4;16000;20000;16000;44;2;1;5;1;7;1
562;1;3;3;3;3;2;5;1;1;1;8;0;0;0;1;0;0;0;0;0;5;3;3;4;4;5;2; ; ;5;5;1;4;2;4;1;4000;10000;8000;21;2;1;2;2;4;1
563;1;5;5;5;5;5;1;4;1;3;11;0;0;0;1;0;1;0;0;0;5;2;4;3;5;4;1;1;3;3;5;5;3;4;1;1;12000;16000;12000;32;2;1;6;2;7;1
564;1;1;1;2;1;3;3;1;2;3;7;0;0;1;1;1;1;0;0;0;4;1;4;2;3;4;2; ; ;5;5;2;4;4;2;4;11000;17000;15000;26;2;1;4;1;6;1
565;1;4;5;5;4;4;1;3;1;1;11;0;0;0;0;1;0;0;0;0;5;5;3;2;4;5;2; ; ;5;5;5;5;1;3;1;22000;27000;25000;40;2;1;5;3;7;1
566;1;5;5;5;5;5;1;3;1;5;10;0;0;0;1;0;1;0;0;0;5;3;3;2;4;3;1;1;3;1;5;1;1;5;2;3;2000;10000;7000;30;2;3;4;5;5;1
