qnrnumb;visit;howoft;likenet;research;safeweb;goodtool;notouse;another;likeproc;hassle;visits;friend;billbrd;banner;surfing;sengine;tv;theater;nwspaper;other;easyuse;helpful;positive;useonly;influenc;secure;didbuy;better;howmuch;safe;wanttest;price;tradein;handson;checkit;noweeks;worth;sticker;actual;age;marital;children;educate;race;income;gender
1142;Yes;Almost never;Disagree;Neutral;Disagree;Strongly Disagree;Neutral;Disagree;Agree;Strongly Agree;5;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Strongly Agree;Neutral;Strongly Disagree;Strongly Agree;Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Agree;Agree;Agree;Agree;4;11000;15000;13000;27;Married;2;Graduate degree;Caucasian;Over $110,000;Male
1143;Yes;Never;Disagree;Disagree;Strongly Disagree;Strongly Disagree;Neutral;Disagree;Strongly Disagree;Neutral;7;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Neutral;Agree;Strongly Disagree;Neutral;Agree;No; ; ;Agree;Neutral;Agree;Strongly Agree;Strongly Agree;Strongly Agree;3;12000;16000;14000;40;Divorced;1;Undergraduate degree;Caucasian;$35,000 - $50,000;Male
1144;Yes;Almost never;Disagree;Neutral;Disagree;Disagree;Strongly Disagree;Agree;Strongly Disagree;Neutral;5;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Disagree;Agree;Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Disagree;Agree;Agree;Strongly Disagree;3;12000;17000;15000;48;Single; ;Undergraduate degree;Black;$95,000 - $110,000;Male
1145;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Disagree;Neutral;Strongly Disagree;Strongly Disagree;Strongly Agree;6;No;No;No;Yes;No;Yes;No;Yes;No;Disagree;Neutral;Neutral;Neutral;Agree;Agree;Yes;Yes;A great deal better;Strongly Disagree;Agree;Strongly Disagree;Disagree;Strongly Agree;Disagree;3;1000;10000;6000;47;Single; ;Graduate degree;Caucasian;$35,000 - $50,000;Female
1146;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Disagree;Strongly Agree;Disagree;Strongly Disagree;Disagree;3;No;No;No;No;Yes;Yes;No;No;No;Neutral;Neutral;Neutral;Disagree;Strongly Agree;Strongly Agree;Yes;Yes;Somewhat better;Strongly Disagree;Strongly Agree;Strongly Disagree;Disagree;Agree;Strongly Disagree;1;12000;18000;14000;42;Single; ;Less than high school;Caucasian;$65,000 - $80,000;Male
1147;Yes;Almost never;Disagree;Neutral;Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Disagree;4;No;No;No;Yes;No;No;Yes;No;No;Strongly Agree;Agree;Neutral;Disagree;Agree;Strongly Agree;No; ; ;Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Disagree;3;9000;15000;14000;37;Single; ;High school;Caucasian;$65,000 - $80,000;Male
1148;Yes;Occasionally;Agree;Agree;Neutral;Strongly Agree;Strongly Disagree;Neutral;Strongly Disagree;Strongly Agree;3;No;No;Yes;Yes;Yes;No;No;No;No;Neutral;Strongly Agree;Agree;Strongly Disagree;Neutral;Strongly Agree;No; ; ;Neutral;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;6;2000;10000;9000;37;Single; ;Undergraduate degree;Black;Under $35,000;Male
1149;Yes;Almost never;Disagree;Disagree;Disagree;Neutral;Neutral;Disagree;Agree;Strongly Agree;9;No;No;No;No;Yes;Yes;No;No;No;Neutral;Agree;Agree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Disagree;Strongly Agree;Disagree;Strongly Disagree;Neutral;Strongly Disagree;5;13000;18000;17000;41;Single; ;Less than high school;Asian;$65,000 - $80,000;Male
1150;Yes;Often;Agree;Agree;Agree;Neutral;Neutral;Strongly Disagree;Strongly Disagree;Strongly Agree;8;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Strongly Agree;Disagree;Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Disagree;Strongly Agree;Strongly Disagree;1;14000;18000;15000;30;Single; ;Some college;Caucasian;$65,000 - $80,000;Male
1151;Yes;Occasionally;Neutral;Agree;Disagree;Neutral;Disagree;Neutral;Strongly Disagree;Strongly Agree;8;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Neutral;Strongly Disagree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Agree;Strongly Agree;Agree;Neutral;Disagree;Strongly Disagree;1;18000;24000;22000;42;Married;1;Undergraduate degree;Caucasian;Over $110,000;Male
1152;Yes;Very often;Neutral;Disagree;Strongly Agree;Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;13;No;No;Yes;Yes;Yes;Yes;No;No;No;Agree;Strongly Agree;Strongly Agree;Disagree;Strongly Agree;Agree;Yes;No; ;Strongly Disagree;Neutral;Strongly Agree;Neutral;Agree;Disagree;1;15000;20000;16000;32;Married;1;Undergraduate degree;Black;$95,000 - $110,000;Male
1153;Yes;Very often;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Neutral;Neutral;Strongly Agree;12;No;No;Yes;No;No;No;No;No;No;Strongly Agree;Disagree;Agree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Neutral;Strongly Disagree;7;10000;14000;11000;30;Divorced;1;Some college;Caucasian;$65,000 - $80,000;Male
1154;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;Neutral;Neutral;3;No;Yes;No;No;Yes;No;Yes;No;No;Disagree;Neutral;Neutral;Agree;Agree;Neutral;No; ; ;Strongly Agree;Strongly Agree;Neutral;Strongly Agree;Agree;Disagree;1;13000;18000;16000;25;Married;2;Graduate degree;Caucasian;Over $110,000;Male
1155;Yes;Never;Disagree;Strongly Disagree;Strongly Disagree;Neutral;Neutral;Neutral;Strongly Disagree;Strongly Agree;4;No;No;No;No;No;Yes;No;No;No;Strongly Agree;Neutral;Strongly Disagree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Neutral;Agree;Strongly Disagree;Neutral;Neutral;Strongly Disagree;1;20000;25000;23000;46;Single; ;Some college;Hispanic;$80,000 - $95,000;Male
1156;Yes;Occasionally;Neutral;Agree;Neutral;Neutral;Neutral;Disagree;Neutral;Strongly Disagree;5;No;No;No;Yes;Yes;Yes;No;No;No;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Yes;Yes;A great deal better;Strongly Agree;Strongly Agree;Neutral;Strongly Agree;Strongly Agree;Disagree;1;16000;23000;20000;45;Divorced;3;Undergraduate degree;Black;$95,000 - $110,000;Male
1157;Yes;Often;Strongly Agree;Strongly Agree;Agree;Neutral;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Disagree;9;No;No;Yes;No;No;Yes;No;No;No;Strongly Agree;Neutral;Agree;Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Agree;Agree;Neutral;Strongly Disagree;6;3000;10000;8000;30;Married;1;Less than high school;Black;$35,000 - $50,000;Male
1158;Yes;Occasionally;Neutral;Agree;Neutral;Neutral;Strongly Agree;Neutral;Strongly Disagree;Disagree;4;No;No;Yes;No;Yes;Yes;No;No;No;Strongly Agree;Neutral;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Yes;Yes;Just a bit better;Neutral;Strongly Agree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Disagree;2;10000;16000;12000;26;Divorced;3;Other;Caucasian;Under $35,000;Female
1159;Yes;Occasionally;Disagree;Agree;Neutral;Disagree;Strongly Disagree;Neutral;Strongly Disagree;Strongly Disagree;6;No;No;No;Yes;Yes;No;No;Yes;No;Neutral;Strongly Agree;Strongly Disagree;Strongly Disagree;Agree;Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;Neutral;Disagree;1;20000;26000;24000;40;Married;0;Other;Caucasian;Over $110,000;Male
1160;Yes;Almost never;Disagree;Disagree;Disagree;Disagree;Strongly Agree;Disagree;Disagree;Strongly Agree;4;Yes;No;No;No;Yes;Yes;No;No;No;Agree;Neutral;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Yes;Yes;Just a bit better;Strongly Agree;Strongly Agree;Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;4;8000;13000;10000;40;Divorced;2;Some college;Hispanic;$35,000 - $50,000;Male
1161;Yes;Very often;Strongly Agree;Neutral;Strongly Agree;Strongly Agree;Neutral;Disagree;Strongly Disagree;Strongly Agree;13;No;No;No;Yes;Yes;No;No;No;No;Agree;Agree;Neutral;Strongly Disagree;Agree;Agree;No; ; ;Neutral;Strongly Agree;Strongly Agree;Strongly Disagree;Disagree;Neutral;1;1000;10000;8000;30;Married;2;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
1162;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Neutral;Agree;Neutral;Strongly Disagree;4;No;No;No;No;Yes;Yes;No;No;No;Disagree;Neutral;Disagree;Strongly Disagree;Agree;Neutral;No; ; ;Disagree;Strongly Agree;Strongly Disagree;Agree;Strongly Agree;Disagree;1;4000;10000;7000;49;Single; ;Some college;Asian;$80,000 - $95,000;Male
1163;Yes;Occasionally;Agree;Agree;Neutral;Neutral;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;9;No;No;No;No;No;Yes;No;No;No;Neutral;Neutral;Agree;Neutral;Neutral;Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Neutral;Strongly Agree;Disagree;1; ;10000;8000;22;Single; ;Some college;Asian;Under $35,000;Male
1164;Yes;Very often;Strongly Agree;Disagree;Strongly Agree;Strongly Agree;Disagree;Neutral;Strongly Disagree;Strongly Agree;12;No;No;No;No;Yes;No;No;No;No;Strongly Disagree;Strongly Agree;Strongly Disagree;Agree;Agree;Strongly Agree;No; ; ;Strongly Disagree;Strongly Agree;Neutral;Agree;Strongly Agree;Agree;1;10000;14000;13000;36;Married;0;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
1165;Yes;Occasionally;Disagree;Neutral;Neutral;Neutral;Disagree;Disagree;Strongly Disagree;Strongly Disagree;11;No;No;No;Yes;No;No;No;Yes;No;Agree;Strongly Agree;Disagree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Disagree;Neutral;1;15000;21000;19000;33;Married;2;Some college;Caucasian;$80,000 - $95,000;Male
1166;Yes;Occasionally;Neutral;Agree;Neutral;Agree;Neutral;Strongly Disagree;Strongly Disagree;Disagree;6;No;No;No;No;No;Yes;No;No;No;Strongly Agree;Neutral;Disagree;Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Neutral;Strongly Disagree;Strongly Agree;Neutral;2; ;14000;13000;28;Single; ;High school;Caucasian;Under $35,000;Female
1167;Yes;Often;Agree;Agree;Agree;Neutral;Disagree;Strongly Disagree;Agree;Strongly Disagree;8;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Agree;Neutral;Strongly Disagree;Agree;Agree;No; ; ;Neutral;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;1; ;10000;8000;27;Divorced;1;Less than high school;Caucasian;$35,000 - $50,000;Male
1168;Yes;Very often;Strongly Agree;Agree;Strongly Agree;Neutral;Neutral;Neutral;Strongly Disagree;Strongly Disagree;12;No;No;No;Yes;No;No;No;No;No;Strongly Agree;Neutral;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Yes;Yes;A great deal better;Strongly Agree;Strongly Agree;Disagree;Agree;Agree;Strongly Disagree;5;10000;15000;11000;27;Single; ;Some college;Caucasian;$80,000 - $95,000;Male
1169;Yes;Occasionally;Neutral;Neutral;Neutral;Agree;Disagree;Strongly Disagree;Disagree;Strongly Agree;8;No;No;No;Yes;Yes;Yes;No;No;No;Strongly Disagree;Strongly Agree;Disagree;Agree;Neutral;Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Disagree;1;3000;10000;8000;34;Single; ;High school;Caucasian;$65,000 - $80,000;Male
1170;Yes;Often;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Disagree;Strongly Disagree;10;No;No;No;No;Yes;No;Yes;No;No;Strongly Agree;Agree;Agree;Strongly Disagree;Neutral;Strongly Agree;No; ; ;Strongly Agree;Neutral;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;1;7000;12000;10000;42;Married;1;Graduate degree;Caucasian;Over $110,000;Male
1171;Yes;Never;Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Neutral;Neutral;Strongly Disagree;Strongly Agree;6;No;Yes;No;No;Yes;Yes;No;No;No;Disagree;Disagree;Neutral;Strongly Disagree;Agree;Agree;No; ; ;Strongly Disagree;Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;Disagree;6;13000;18000;15000;41;Married;0;High school;Caucasian;$80,000 - $95,000;Female
1172;Yes;Occasionally;Neutral;Agree;Neutral;Disagree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;7;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Strongly Disagree;Agree;Agree;Strongly Agree;Neutral;No; ; ;Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Neutral;Neutral;1;6000;13000;11000;35;Married;2;Some college;Black;$80,000 - $95,000;Male
1173;Yes;Often;Agree;Strongly Agree;Agree;Agree;Strongly Disagree;Strongly Disagree;Disagree;Strongly Agree;12;No;No;No;No;Yes;Yes;No;No;No;Disagree;Strongly Agree;Neutral;Strongly Disagree;Strongly Agree;Strongly Agree;No; ; ;Agree;Strongly Agree;Strongly Agree;Disagree;Strongly Agree;Disagree;1; ;10000;8000;39;Single; ;Less than high school;Caucasian;Under $35,000;Male
1174;Yes;Occasionally;Neutral;Neutral;Neutral;Disagree;Neutral;Agree;Neutral;Strongly Agree;8;Yes;No;No;No;Yes;No;No;No;No;Disagree;Neutral;Neutral;Strongly Agree;Strongly Agree;Neutral;Yes;Yes;A great deal better;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Agree;4;16000;21000;18000;41;Married;0;Other;Black;Over $110,000;Male
1175;Yes;Almost never;Strongly Disagree;Neutral;Disagree;Strongly Disagree;Agree;Strongly Disagree;Strongly Disagree;Disagree;5;No;No;No;Yes;Yes;Yes;No;No;No;Strongly Agree;Agree;Strongly Agree;Strongly Disagree;Agree;Strongly Agree;Yes;Yes;Much better;Agree;Strongly Agree;Disagree;Strongly Agree;Strongly Agree;Disagree;1;7000;12000;8000;41;Married;1;Less than high school;Caucasian;$50,000 - $65,000;Male
1176;Yes;Very often;Strongly Agree;Disagree;Strongly Agree;Agree;Strongly Disagree;Disagree;Agree;Strongly Disagree;10;No;No;No;Yes;No;No;No;No;No;Strongly Agree;Agree;Agree;Neutral;Agree;Strongly Agree;No; ; ;Strongly Agree;Agree;Agree;Strongly Disagree;Neutral;Strongly Disagree;3;16000;22000;20000;22;Married;1;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
1177;Yes;Often;Agree;Agree;Agree;Strongly Agree;Disagree;Strongly Disagree;Strongly Disagree;Disagree;10;No;No;No;Yes;Yes;Yes;No;No;No;Agree;Neutral;Disagree;Strongly Disagree;Neutral;Agree;No; ; ;Strongly Agree;Strongly Agree;Agree;Disagree;Neutral;Agree;3;1000;10000;8000;35;Divorced;3;Other;Caucasian;Under $35,000;Female
1178;Yes;Almost never;Strongly Disagree;Neutral;Disagree;Strongly Disagree;Strongly Agree;Neutral;Strongly Disagree;Strongly Disagree;3;No;No;No;No;Yes;Yes;No;No;No;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Agree;No; ; ;Neutral;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Strongly Disagree;4;13000;18000;17000;45;Divorced;3;Less than high school;Caucasian;$50,000 - $65,000;Male
1179;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Disagree;Strongly Agree;Disagree;Disagree;Strongly Agree;3;Yes;No;Yes;Yes;Yes;No;No;No;No;Disagree;Agree;Disagree;Agree;Agree;Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Neutral;Strongly Agree;Strongly Disagree;3;18000;22000;20000;55;Single; ;Some college;Hispanic;$95,000 - $110,000;Female
1180;Yes;Occasionally;Agree;Neutral;Neutral;Strongly Agree;Strongly Disagree;Strongly Disagree;Neutral;Agree;7;No;No;No;Yes;No;No;No;No;Yes;Strongly Disagree;Neutral;Agree;Neutral;Agree;Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;7;12000;17000;15000;50;Married;2;Some college;Caucasian;$95,000 - $110,000;Female
1181;Yes;Almost never;Disagree;Neutral;Disagree;Neutral;Disagree;Neutral;Strongly Disagree;Disagree;2;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Strongly Agree;Agree;Disagree;Neutral;Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Disagree;7; ;21000;19000;36;Single; ;Less than high school;Caucasian;$50,000 - $65,000;Male
1182;Yes;Very often;Strongly Agree;Neutral;Strongly Agree;Strongly Agree;Neutral;Neutral;Strongly Disagree;Strongly Agree;9;No;No;Yes;Yes;Yes;No;No;No;No;Strongly Agree;Agree;Agree;Strongly Disagree;Neutral;Agree;No; ; ;Strongly Agree;Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;1;4000;10000;9000;27;Single; ;Some college;Caucasian;$80,000 - $95,000;Male
1183;Yes;Never;Disagree;Strongly Disagree;Strongly Disagree;Agree;Disagree;Strongly Disagree;Disagree;Strongly Disagree;2;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Neutral;Agree;Neutral;Agree;Agree;No; ; ;Disagree;Strongly Agree;Disagree;Strongly Agree;Neutral;Strongly Disagree;9;24000;29000;27000;42;Single; ;Some college;Asian;$80,000 - $95,000;Male
1184;Yes;Occasionally;Neutral;Agree;Neutral;Neutral;Agree;Agree;Strongly Disagree;Neutral;9;No;No;No;Yes;No;Yes;No;No;No;Agree;Agree;Neutral;Strongly Disagree;Agree;Neutral;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Disagree;Agree;Strongly Disagree;4;8000;15000;12000;24;Divorced;0;Undergraduate degree;Asian;$80,000 - $95,000;Male
1185;Yes;Often;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;7;No;No;Yes;No;No;No;No;No;No;Agree;Neutral;Disagree;Disagree;Agree;Disagree;No; ; ;Strongly Agree;Disagree;Strongly Agree;Neutral;Neutral;Strongly Disagree;1;13000;19000;17000;37;Married;1;Some college;Black;$80,000 - $95,000;Male
1186;Yes;Almost never;Disagree;Disagree;Disagree;Agree;Strongly Disagree;Strongly Disagree;Disagree;Neutral;6;No;No;No;No;Yes;No;No;No;No;Disagree;Neutral;Disagree;Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Agree;Strongly Disagree;Strongly Disagree;Disagree;Disagree;4;10000;13000;10000;35;Single; ;High school;Asian;$50,000 - $65,000;Male
1187;Yes;Often;Agree;Strongly Agree;Agree;Agree;Neutral;Strongly Disagree;Disagree;Agree;7;No;No;No;Yes;No;No;No;No;No;Neutral;Disagree;Neutral;Neutral;Agree;Neutral;No; ; ;Strongly Disagree;Agree;Strongly Disagree;Strongly Agree;Neutral;Strongly Disagree;4; ;10000;8000;32;Married;1;Graduate degree;Caucasian;Under $35,000;Female
1188;Yes;Very often;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Neutral;Strongly Disagree;Strongly Agree;14;No;No;No;Yes;Yes;Yes;No;No;No;Strongly Agree;Neutral;Disagree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Agree;Agree;Agree;Disagree;Strongly Agree;Strongly Disagree;5;10000;15000;12000;24;Divorced;2;High school;Hispanic;$50,000 - $65,000;Male
1189;Yes;Often;Agree;Strongly Agree;Agree;Neutral;Agree;Neutral;Neutral;Strongly Agree;10;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Agree;Neutral;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Disagree;8;10000;16000;13000;23;Single; ;Some college;Caucasian;$80,000 - $95,000;Male
1190;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Neutral;Neutral;Neutral;Strongly Disagree;Strongly Disagree;6;No;No;No;No;No;No;No;No;Yes;Strongly Agree;Neutral;Agree;Agree;Strongly Agree;Strongly Agree;No; ; ;Neutral;Strongly Agree;Strongly Agree;Disagree;Disagree;Neutral;3;5000;11000;10000;24;Single; ;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
1191;Yes;Almost never;Disagree;Disagree;Disagree;Neutral;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;6;No;No;No;Yes;Yes;Yes;No;No;No;Strongly Agree;Neutral;Agree;Strongly Disagree;Agree;Agree;Yes;Yes;A great deal better;Strongly Agree;Strongly Agree;Neutral;Strongly Agree;Strongly Agree;Disagree;1;12000;17000;14000;32;Married;1;Graduate degree;Black;Over $110,000;Male
1192;Yes;Often;Agree;Agree;Agree;Agree;Strongly Agree;Disagree;Disagree;Neutral;8;No;No;No;Yes;No;No;No;No;No;Strongly Agree;Strongly Agree;Strongly Disagree;Disagree;Agree;Strongly Agree;No; ; ;Agree;Agree;Strongly Agree;Neutral;Agree;Neutral;1;4000;10000;7000;34;Married;1;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
1193;Yes;Occasionally;Neutral;Neutral;Neutral;Disagree;Strongly Disagree;Strongly Disagree;Disagree;Agree;5;No;No;No;Yes;No;No;No;No;No;Strongly Disagree;Agree;Neutral;Strongly Disagree;Strongly Agree;Agree;Yes;Yes;Much better;Strongly Disagree;Strongly Agree;Neutral;Neutral;Strongly Agree;Neutral;7;10000;15000;11000;30;Single; ;High school;Caucasian;$65,000 - $80,000;Male
1194;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Disagree;Strongly Disagree;Disagree;Neutral;Strongly Agree;1;No;No;No;Yes;No;No;No;No;No;Agree;Disagree;Agree;Strongly Disagree;Agree;Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Agree;Strongly Disagree;4;1000;10000;8000;37;Married;1;Undergraduate degree;Caucasian;$35,000 - $50,000;Male
1195;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Disagree;Disagree;Strongly Disagree;Strongly Agree;5;No;No;No;Yes;Yes;No;No;No;No;Strongly Disagree;Agree;Disagree;Disagree;Neutral;Strongly Agree;No; ; ;Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Agree;Disagree;5;6000;10000;9000;40;Divorced;2;High school;Caucasian;$35,000 - $50,000;Male
1196;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;4;No;No;No;No;No;No;No;No;No;Neutral;Agree;Disagree;Disagree;Neutral;Strongly Agree;No; ; ;Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;1;15000;17000;14000;25;Married;1;Graduate degree;Asian;Over $110,000;Male
1197;Yes;Almost never;Disagree;Disagree;Disagree;Disagree;Neutral;Strongly Disagree;Strongly Agree;Strongly Agree;6;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Strongly Agree;Agree;Disagree;Agree;Strongly Agree;No; ; ;Neutral;Strongly Agree;Agree;Agree;Agree;Strongly Disagree;4;17000;21000;18000;49;Married;2;Undergraduate degree;Caucasian;Over $110,000;Male
1198;Yes;Never;Disagree;Strongly Disagree;Strongly Disagree;Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;3;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Neutral;Disagree;Strongly Disagree;Agree;Agree;No; ; ;Disagree;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Disagree;2;6000;12000;10000;39;Single; ;Undergraduate degree;Black;Under $35,000;Female
1199;Yes;Often;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Neutral;Neutral;Strongly Agree;10;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Neutral;Disagree;Strongly Disagree;Neutral;Strongly Agree;No; ; ;Disagree;Agree;Agree;Agree;Agree;Neutral;5;6000;10000;7000;27;Single; ;Some college;Caucasian;$65,000 - $80,000;Male
1200;Yes;Often;Agree;Strongly Agree;Agree;Neutral;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;11;No;No;No;Yes;Yes;No;No;No;No;Agree;Strongly Disagree;Agree;Disagree;Neutral;Strongly Agree;No; ; ;Neutral;Agree;Strongly Disagree;Agree;Agree;Strongly Disagree;2;5000;12000;11000;45;Married;2;Graduate degree;Caucasian;$35,000 - $50,000;Female
1201;Yes;Almost never;Neutral;Disagree;Disagree;Disagree;Strongly Agree;Disagree;Strongly Disagree;Disagree;1;No;No;No;No;No;Yes;No;No;No;Strongly Agree;Strongly Disagree;Neutral;Strongly Disagree;Agree;Strongly Agree;No; ; ;Neutral;Agree;Agree;Strongly Disagree;Strongly Agree;Strongly Disagree;5;1000;10000;8000;36;Married;1;High school;Black;$65,000 - $80,000;Female
1202;Yes;Never;Disagree;Disagree;Strongly Disagree;Strongly Disagree;Neutral;Disagree;Agree;Strongly Agree;3;No;No;No;Yes;No;No;No;No;No;Neutral;Neutral;Agree;Strongly Disagree;Strongly Agree;Agree;No; ; ;Agree;Strongly Agree;Neutral;Neutral;Agree;Strongly Disagree;3;9000;13000;11000;48;Married;1;Some college;Caucasian;$95,000 - $110,000;Male
1203;Yes;Often;Agree;Agree;Agree;Agree;Neutral;Strongly Disagree;Strongly Disagree;Strongly Disagree;7;No;No;No;No;No;No;No;No;No;Strongly Agree;Neutral;Agree;Agree;Agree;Strongly Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;Disagree;Disagree;3;11000;16000;14000;48;Married;2;Graduate degree;Asian;Over $110,000;Male
1204;Yes;Often;Agree;Strongly Agree;Agree;Agree;Strongly Disagree;Neutral;Strongly Disagree;Agree;11;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Disagree;Agree;Strongly Disagree;Neutral;Agree;No; ; ;Strongly Agree;Strongly Agree;Disagree;Strongly Disagree;Disagree;Strongly Disagree;1;22000;27000;25000;39;Married;2;Graduate degree;Caucasian;Over $110,000;Male
1205;Yes;Never;Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Neutral;Disagree;Strongly Disagree;Strongly Agree;4;No;No;Yes;No;Yes;No;No;No;No;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Yes;Yes;Much better;Strongly Disagree;Agree;Strongly Disagree;Strongly Agree;Agree;Strongly Disagree;5;7000;12000;8000;23;Single; ;Some college;Caucasian;$65,000 - $80,000;Male
1206;Yes;Almost never;Disagree;Disagree;Disagree;Neutral;Disagree;Disagree;Strongly Disagree;Strongly Agree;6;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Agree;Agree;Yes;Yes;Somewhat better;Strongly Disagree;Strongly Agree;Strongly Disagree;Strongly Agree;Agree;Strongly Disagree;1;3000;10000;7000;21;Single; ;High school;Caucasian;$65,000 - $80,000;Male
